status,name_of_covered_entity,individuals_affected,breach_submission_date,web_description,location_of_breached_information,state,covered_entity_type,type_of_breach,business_associate_present
current,1069f45154c961de39c3148b821a3d21db69173470f624686aab09cc2c9595d8,25772,07/31/2023,,Network Server,GA,Business Associate,Hacking/IT Incident,Yes
current,5431878126575a892b6f45e70cd32a2112e664a921fc9063b6be10a0d6c76cf5,3201,07/28/2023,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,7f2b4764e0d40c2e291632c7d093c82e32c2bf6f08c5d8bf3373dbfe0ff7fe52,1027,07/28/2023,,Network Server,MN,Business Associate,Hacking/IT Incident,Yes
current,bcc429e2fe63553d0cd770d35530df6bebef38d73ffa71e48c26bf852cbf1dcb,398319,07/28/2023,,Network Server,CT,Health Plan,Hacking/IT Incident,No
current,e3f49b60b2afe332cabcaf88326dcbc7f027aed67c0996e03e5397820dd465e6,53827,07/28/2023,,Network Server,IA,Healthcare Provider,Hacking/IT Incident,No
current,899155e6f790a02d7a246e70ab49c5e955c0b4750b628f07d3a20a29663c8912,170450,07/28/2023,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,580af9a9abe23c0c19600c0401b5079f5c2f1a639022564e313fb2f03bf1abfd,689686,07/28/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,0b6e4dc6ce2bd725a8dbc95b51726444090d47cb4a65787d761b4b576e8055bc,2430920,07/28/2023,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,e76538b3bb1ff1121785329f53dccb898ac5626776f33ab42b23f27061966bdf,2342357,07/28/2023,,Network Server,MD,Health Plan,Hacking/IT Incident,Yes
current,c565985be70528e52a86e93cec6dc54943b06f12bdfedfa440911e7a4edd0af6,3085,07/27/2023,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,d47f7fd2f0ed03575acc05bb3955bf2ef6eb4b0356439fee45427cb8b66521d3,3180537,07/27/2023,,Network Server,OH,Business Associate,Unauthorized Access/Disclosure,No
current,5f1469f9510fad5bb280e0ae4aa7101a4b65bf0665bee0b5f85b1a3dbf1bc2ed,18911,07/26/2023,,Network Server,OK,Healthcare Provider,Hacking/IT Incident,No
current,54a7a56b6d918157aefede8335e12c8c9e06554b234ce337b1acc9e94590b09f,70636,07/26/2023,,Other,FL,Healthcare Provider,Hacking/IT Incident,No
current,94947f15f16d9f6481fe71fbdbab6e00422a7d2aef9c9bf02cf689cee1218aa4,19107,07/25/2023,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,3205aaa1d8698c5c3e1a2f266a707fd39c3a890c510f7cae5a5fbf27923a0adf,62631,07/25/2023,,Network Server,SC,Healthcare Provider,Hacking/IT Incident,No
current,df721bfb07182f92bab79a5fb5f389bb3490c8e6a27ebb3474065b0436d481f5,4722,07/25/2023,,Email,CA,Business Associate,Hacking/IT Incident,Yes
current,6d817d7d6b014499d767b5a0c84a6db72938aa2cb8510306a6f03ee2789041af,310405,07/25/2023,,Network Server,MD,Healthcare Provider,Hacking/IT Incident,No
current,e48e2260df245ba928ff3094244b41ee42408ece28a1bbac95e9284eb068059a,98437,07/24/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,cb5930db85bb8aacd7b91cd691602b0d285fecaf624cf0f025f25dd2bfe12429,519,07/22/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,Yes
current,6d961002552186b4cc1ef47a04f4573bcbf495f7186c9217c696568c8f994457,501,07/21/2023,,Network Server,IL,Healthcare Clearing House,Hacking/IT Incident,No
current,ea5ad43641bdd9656f7c1832ca1344530e38ffe6c38c804b62b4ec8cd9dc60c8,455676,07/21/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,7434e69179b89e5f725343abb6e7a1b83503910f2b96dc771f97d22c25213455,574,07/21/2023,,Network Server,IN,Health Plan,Hacking/IT Incident,No
current,e55b57ee2fd4dec4013c5321489cb3916566aa83baed5a1234fa59302a82020b,16390,07/21/2023,,Other,PA,Healthcare Provider,Unauthorized Access/Disclosure,No
current,5bdcfa915a9fc3e4c65cae135895462aed3172b6027b855735987f5845b608b3,51854,07/21/2023,,Network Server,ME,Healthcare Provider,Hacking/IT Incident,No
current,8f9ca850ead31aa6d0184403c9d4a96ac0887a06b3fccec49bb725780a77faba,1900,07/20/2023,,"Desktop Computer, Electronic Medical Record, Email, Laptop",NC,Healthcare Provider,Hacking/IT Incident,No
current,51d8e53a06e896d1b6210efcbde6d8e70bf0e51e6bce5dda3b380ee4dc0daaa1,6411,07/18/2023,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,d74528677fdfff51252d9d12b2ad26718772e9bdac481a86bb616b428a136389,2031,07/18/2023,,Network Server,TN,Health Plan,Hacking/IT Incident,Yes
current,d493ad85dd7b3019aedfbafcbdc28932b2002c560637fb904b2a96b206037e95,750,07/18/2023,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,0bea0a5c1d13dc247c7d6dcaf3bf34e9555ef9768e432f71453757c460181fa7,9383,07/18/2023,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,efca68c138f5c0244cc64c5e77d7c7669fbc046e027630b3a5311a8787ec71c3,208194,07/14/2023,,Network Server,VA,Healthcare Provider,Hacking/IT Incident,No
current,47fa04a8291d8e1b5dde0faba5b7381e8e060cb8e8f4ab8644861c7fb5a55e00,1866694,07/14/2023,,Network Server,MN,Business Associate,Hacking/IT Incident,Yes
current,24cd12e9480f93604785fbf429627162bf9b692fd0246d8d7123f01ccf02fbe2,500,07/14/2023,,Email,FL,Healthcare Provider,Hacking/IT Incident,No
current,9805ecf6dbf2b1e6091c770312452de683049f5f83030444fc2d5d5fd9b80126,33032,07/14/2023,,Network Server,TX,Health Plan,Hacking/IT Incident,Yes
current,22ade23a812c510bf4be903b0476d097dc5becd12da204c326e279e2d4d020e5,14264,07/14/2023,,Network Server,NC,Healthcare Provider,Hacking/IT Incident,No
current,4fb2bcaf190aa97ada7ddf0f4d3d0a940ea88f19c641742bd80896d69cb60e01,10000,07/13/2023,,Paper/Films,TX,Healthcare Provider,Unauthorized Access/Disclosure,No
current,37eef6505135e5395eacfaff4b09bf1b2baae24ffa30d3929b22bfce1a02005c,500,07/12/2023,,Email,TX,Healthcare Provider,Hacking/IT Incident,No
current,0998e6d9a6b4606d4b60d1bcb5b89fb68d0ce465ceeb035d21d6897b1bbcc956,7702,07/11/2023,,Network Server,CA,Health Plan,Hacking/IT Incident,Yes
current,87aa64fcdecc4335ef3c4b35dba107cc8d4c968dd4474c3f33a425ed778b2243,1541,07/11/2023,,Email,NC,Healthcare Provider,Unauthorized Access/Disclosure,No
current,46fe6e8c36dc69ed3b8b06b7352fdb5aa453d6ac4627c47d76d89d0a85592b5d,17971,07/11/2023,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,0a1e62161dfacbf1652a2f8613d440100e49d202805ad1d665110976d94d4308,1626,07/10/2023,,Email,AZ,Healthcare Provider,Unauthorized Access/Disclosure,No
current,acaec74485d2087ee4da401ee96cdb99a5b190724788ab430fee0fd1e75a5a9c,501,07/07/2023,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,2e2d534b5c5fd8eef5b33d1ca16f88e096d10c8d89220ba0b665b517399893b2,209200,07/07/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,6dd1be316f5edb5842deade9ef65fb0645411e776b24d5203b2b794b7dca7ef3,3560,07/07/2023,,Email,MN,Healthcare Provider,Hacking/IT Incident,No
current,2856384fc86b9cd187e6310a541b54c46e0956399ed23f4bf377fcf7d8d9c1ef,1004,07/07/2023,,Network Server,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,e1d6231cf02fa2289f459179fb091061347217cca81d33f9cf0146fb5614b577,501,07/07/2023,,Network Server,KY,Healthcare Provider,Hacking/IT Incident,No
current,a361a73d25db1b978a232f20ebef97de8c2cffae9ae6c8f962d655914bdbecf2,501,07/06/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,2cfa86fd772cc19f6d2dc8c0d8e34f195150aa9e634329fabd39ea55a62b6755,6700,07/06/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,7668cf4e38726a7c412ed55d9c8936272b0ccea7df8930d6cc7cc97bdd5fed9a,162500,07/05/2023,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,88a1ea6b5e3c64dfb443fa57fab4660829b2655a127b57bd0db28500e41a68c2,1043,07/03/2023,,Network Server,ID,Healthcare Provider,Hacking/IT Incident,No
current,f6b6d46e81829d6394135cbcdfd937325deb31fa48d3d217e7584ef95eee40ed,2632,06/30/2023,,Network Server,AZ,Health Plan,Unauthorized Access/Disclosure,No
current,e764fcf8c3750ab705e94208ab72f0ae2bc1b9340c8845b8fc08b86508f79c29,500,06/30/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,8cc1e6d0ab735a7833b7ce6f97e501380a0a808a2bc55c7b6e2dbedb0715f74b,132807,06/30/2023,,Network Server,PA,Business Associate,Unauthorized Access/Disclosure,Yes
current,3a0d53f30c93dc491e6f856f27470aaedf5ccd5f0bf7602efdcf964974cfd007,40823,06/30/2023,,Network Server,CA,Business Associate,Hacking/IT Incident,Yes
current,c2d06f8406f564cf1c93641003813da8d5cf1f51b7c9ba494aa8de11b2eee61e,41166,06/30/2023,,Email,KS,Healthcare Provider,Unauthorized Access/Disclosure,No
current,01750d25f428e2d653893296522ac5958e2cf9e73f00e784ab1e5685cefcac78,24180,06/30/2023,,Network Server,ME,Healthcare Provider,Hacking/IT Incident,No
current,1d2f0f145d79839346cff4f75a65ff4403f7847f36a06e76e5390f60f08f8d6b,5340,06/30/2023,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,7424413f8dfa205623c79e40d4d823d421d383e1491850994206b5564e617b91,319485,06/29/2023,,Network Server,MD,Business Associate,Hacking/IT Incident,Yes
current,fec28e1b7ce66a483c1809d8dee301d72d88cdb99f7093abeecc14a5f7157ab1,8331,06/29/2023,,Email,MT,Healthcare Provider,Unauthorized Access/Disclosure,No
current,76b281805a09d8ac0e0e6291e9b9b56a92475bddee114e08ddaacb581a505871,500,06/27/2023,,Network Server,DE,Healthcare Provider,Hacking/IT Incident,Yes
current,7b4318c69579586f496bdf3fd47ef3141fa0dacdd517a74977d2ad69b2625e72,1413,06/27/2023,,Email,MN,Healthcare Provider,Hacking/IT Incident,No
current,5f3c83749fa9c45b180ada51dba21658fe3bc99341e5bc5850ae17987cd2017c,93761,06/23/2023,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,0af0cf65ecad43b3e7fc56388a650f3184111c516fa9e804e0084d9370e009b7,500,06/23/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,50ea5e8d39b0ec043b5c12ccf80a90f8370d55d3087d6b75ce7b30c42661f7b4,500,06/23/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,44c042f6dfb51e24021e0eaac0062c00dc03a4fe29cecb97301b7f2ad59164e7,56556,06/22/2023,,Network Server,CA,Business Associate,Hacking/IT Incident,Yes
current,1a412134adc50cf0e730367b0ff0e75d4cf666397c55bc7d08d688897179c14a,622,06/22/2023,,Network Server,OK,Health Plan,Hacking/IT Incident,Yes
current,be85c2a179ed42261b786233781b54bd4412fcab1b78ebc2578fa26153f8f0ba,658,06/22/2023,,Email,MA,Business Associate,Hacking/IT Incident,Yes
current,ff89de8f64a4a62c4b2717691acdf81560a081ca4235e0d667780c206b432149,1392,06/22/2023,,Network Server,PA,Health Plan,Hacking/IT Incident,No
current,e965b817ecb880608f310f3e5d7d399f1165a46cb5a0f47cbc92258fdc7e7986,48336,06/21/2023,,Network Server,ND,Healthcare Provider,Hacking/IT Incident,No
current,633cb7b1675c38d8de5b6868f4e4f286be2915624466e05bea62c6b5750d5bdd,559000,06/21/2023,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,eae060396eaf49f9f5e758b733ef42c9d04abc8442a1e61cea348f730c80d0f7,6848,06/20/2023,,Email,AZ,Healthcare Provider,Hacking/IT Incident,No
current,250a55b7a1d814a978a7fe23feac20170d052ed8c799f5cef9b262b4285130a1,30236,06/20/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,5e397f0c914bbba5f159d95a9d5c099341bafc6c6a152ce38da9f451223e54af,1085,06/20/2023,,Email,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,6c21bf1f5d75b79c7ed28b94191e244662276dd64d8b6d3153585e63a015bac0,103547,06/20/2023,,Network Server,OR,Business Associate,Hacking/IT Incident,Yes
current,7f205bf8384352c5d4aaef2246f0d9a7f2c87f1d349bcc08616bb9e45f2a27e2,5000,06/20/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,ba1e8144e6ee09fb5ff6c0a45539fec8693dae7e06c0a7fa9475a69cf13a166b,5000,06/20/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,ece5d704cc58b8cb3af993e276a2e0a3d9a189cf74187f9450a351ef54cb619f,5000,06/20/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,35bd1f41b68452732f7f2f1049f434eef92e8d8edd466981a91c71d865f972dc,10000,06/20/2023,,Network Server,PA,,Hacking/IT Incident,No
current,4801a5cb39693f46daae5343da25241d03b11f345d4fd5731908198732dfe643,34691,06/19/2023,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,9ada0a8e6ca4b92dc2fd8cc4b200df346743bdb79f00f0c31097ec27e83afed5,3679,06/16/2023,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,ff31fa541d70f5612e57381a0be9307971b66f2d43733a33b44bb5ae1babee26,2656,06/16/2023,,Email,AZ,Healthcare Provider,Hacking/IT Incident,No
current,e09b108ba258710502877e4d75193f5fa54ea070d37fd5c401228b80d07e3dc8,12317,06/16/2023,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,33a5dda87ae14f3360359c87bc48214058160aba17982cfbcf568136880da99e,5973,06/15/2023,,Network Server,TX,Health Plan,Hacking/IT Incident,No
current,7779c59a2e447d60c3a539a9b8be5bf300868a58d208ca6d14440bb42292294c,181764,06/12/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,5397219b3959904b43d78722fe66f38a95449966abc0a352632a2df60ebb7046,2501,06/12/2023,,Network Server,ID,Health Plan,Unauthorized Access/Disclosure,Yes
current,3a7cc42cab4a7dc9f9d1492d8413d10a415b5bfcddc8dc43eb58d7f6f27d2798,33839,06/11/2023,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,518056817f66f0425f8d560c764e514a0de8d13c024b8b20f99b0da2633455d2,1105,06/11/2023,,Paper/Films,AL,Business Associate,Unauthorized Access/Disclosure,Yes
current,af8d0cf37cdc8965cad0c3880304f024a3c0a7c9f20a020d20b27b95efcc19e5,500,06/09/2023,,Network Server,UT,Healthcare Provider,Hacking/IT Incident,No
current,88c1d77fca7614cb2b5cb7ded1426ed30f62ea1dda9be2183770c98352f05275,1048,06/08/2023,,Network Server,MN,Health Plan,Hacking/IT Incident,No
current,4093931a008da4f77c30f754df0030d466d8c59e8bad6042e13d1ae195cc1ecb,489830,06/08/2023,,Network Server,TN,Business Associate,Hacking/IT Incident,Yes
current,3a132c9b59525ba83643fc7bc4e82e97455f7b3b75099272c48160e63ae7b347,9412,06/07/2023,,Network Server,OH,Business Associate,Hacking/IT Incident,Yes
current,876093ab61568d3e7bab382af7156d5d2c2032df42099832f94796084a0aaca3,5800,06/06/2023,,Paper/Films,UT,Health Plan,Unauthorized Access/Disclosure,Yes
current,78752d9404b5c5c06b7dd0773a6bab9001d8e8e664c383d5c3ddfbd6ac5d31e8,1415,06/06/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,Yes
current,bf215e69e1dd6b696d9c79227c4504529847028d155917d8ed631d07f1667e40,17191,06/06/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,Yes
current,40d97b5f33c04a0f0af6df40c542a4ef7186822e098e7d1c978a3f0328d82cbe,600,06/06/2023,,"Other, Paper/Films",TX,Healthcare Provider,Improper Disposal,No
current,a588dd91620a2dead9b88cee27fffec260beb0f8275c038f648f27147eb34724,2470000,06/05/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,93d6ba1c1a1ba7ce19f6a1ca317ed0dc69262ddfdc738353cf3a1b7a6178379e,501,06/04/2023,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,d6b06bacfbd98ca4ce4cc6bbd66138cca0903c18a3fe80f2a50139e5303a18d5,15512,06/03/2023,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,b708ad1c6d9afa41d61502bead2f24c246a9494130b7d55250da161635287924,501,06/02/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,92fc31fcf613808ae227cf62662087111052629f19d97d2396ad7e730e9c8a36,501,06/02/2023,,Network Server,MS,Healthcare Provider,Hacking/IT Incident,No
current,ade04a39ead93556f4116bfc75fca033e83c76350af6839d77f597338746e19c,10059,06/02/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,58756d4140536b6ef88b058770ac4dc4f8888622bae2af2e611efa3635a7a902,684,06/02/2023,,Network Server,MD,Health Plan,Hacking/IT Incident,Yes
current,81c4f4b7edebad9e2f5d97bc360d1edfd35dcf3efccd0b32ce56000c7a083997,31248,06/02/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,606a69af4c7f87a866d042eb304ca5a74914a5d5a25648d3c208347da4710cc0,1206,06/02/2023,,Network Server,MN,Business Associate,Hacking/IT Incident,Yes
current,e9e8a0b75a1269d2339ddf51189a0505facdabedaefe1ba5758875523ff0859b,20865,06/02/2023,,Network Server,IA,Healthcare Provider,Hacking/IT Incident,No
current,551a363640cc3eccb9f468db0297180e438e5d0990e2625401f8151d4737522f,124862,06/02/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,09e70c6a11041af4c77a9db31465f54a359409894f286fe515fe6b6d331db281,33000,06/01/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,e44469b10daed0aa5be88b382a848d61e6cb6805907c1922b3d23daff5297a61,7000,06/01/2023,,Electronic Medical Record,NC,Healthcare Provider,Unauthorized Access/Disclosure,No
current,8e8d2dce6b51c70fac3ac47551dc914fca55655332ce6292efb18e6dd1585dcd,24382,05/31/2023,,Network Server,CA,Business Associate,Hacking/IT Incident,Yes
current,a2ba97fafdaea88c995a487c97a667464155d5ac44da270e7fc49e48d207ffdc,3690,05/31/2023,,Network Server,TX,Health Plan,Hacking/IT Incident,No
current,9d9ba26ab126933e870cb5b8743b56a510b83f525e4a7f2d45b346e573fa6764,3690,05/30/2023,,Network Server,TX,Health Plan,Hacking/IT Incident,No
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,996,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,1389,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,1191,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,1518,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,524,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,507,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,983,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,86685f61ad1dde1b114ab8ef719514c0538f8846c7349152f07df3ee2a848409,319500,05/26/2023,,Network Server,PA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,803,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,554c3293356f76e6d9f7af976480f5b52d265bce7d8ea2c9e545f12402b2b183,500,05/26/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,1147,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,537,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,796,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,1097,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,35e859c24e43c999ea67ba3ccad7abecd5e380869c916431adbfa5d02470e098,916,05/26/2023,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,ecdcfe190e73a38bcd0c4aea39f9c59358363f6c5413be0775998d549abfcd83,900,05/26/2023,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,549f53090a9b105cff1b74df0bd8a54f15f570c7af4783de4fdf7fa56dfcb6f3,8861076,05/26/2023,,Network Server,GA,Business Associate,Hacking/IT Incident,Yes
current,3de7a4c39eef05cf3b39c593680652aa1c991aa5388cd257d713d55a93c97cde,2193,05/26/2023,,Email,NJ,Healthcare Provider,Hacking/IT Incident,No
current,66c8a8d1c5785793bdde91437bd9d8e5b0ff9e42287a5b7553dd5a618523c4c5,5062,05/26/2023,,Network Server,CT,Healthcare Provider,Hacking/IT Incident,No
current,3f7a2176e20e7be425eadb6cf0230d11e4ff1962adb076709ea1048e172f1e4e,1784,05/26/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,8c413cce0824ba924a2ec9080d2aecb45b48c3a1fdfa55c4e659bdee14b2e1c9,224486,05/25/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,1c3c31d248ac300715e3c647de7297ce9110e27b053f19b8e000a27e35b3dc48,3549,05/25/2023,,Network Server,AK,Health Plan,Hacking/IT Incident,No
current,836fd4c37fb7708f63e4a2299fc2dccc50a6783e92d65f501f90b9c6cc2187f9,6270,05/25/2023,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,2bcbe2f14f64457e16f14e5fb0c743ad97b480dcadf01c37c3dc7d963fffc11f,805,05/24/2023,,Email,NY,Healthcare Provider,Hacking/IT Incident,No
current,eff734357cb495b693b77e7ee0f075fc8c6a84c29ee03366f12a2fc96eab7acd,3833,05/24/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,0f04d2e740f3aec1e2c0442dd5c34785ab60a5b10710c7cfd10338e6475a9c18,2550922,05/24/2023,,Network Server,MA,Health Plan,Hacking/IT Incident,No
current,f97a994df8d9e1891d16cccef8b8055286c79f10dce2c9ac84d8c66d4af14d22,14453,05/24/2023,,Network Server,OH,Business Associate,Hacking/IT Incident,Yes
current,4b4843e8672c92c9c224492c55155fb130069c91e13bb04ae2f7c21c20703e26,67897,05/24/2023,,"Electronic Medical Record, Network Server",IA,Healthcare Provider,Hacking/IT Incident,No
current,dd58f32f9356784061a495dc1ebff1336beee2b6e61f5f5d704cd15ed59918e8,69765,05/24/2023,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,a42d9ef31129509e5cb619593b586a619dc6a0b7a16f9a48eab67e7eb09abd37,4135,05/23/2023,,Email,WI,Healthcare Provider,Hacking/IT Incident,No
current,a0016e6e9a54fc8405cdaa269dfe7d8ee75eca66350d6002277f230c13a75859,4209,05/22/2023,,Network Server,NJ,Business Associate,Hacking/IT Incident,Yes
current,62edb525ed84411dc8b5c13bac3b6d78bc14cc71d61879b4b4591db23a1eb708,19032,05/19/2023,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,No
current,0dad46957651c9d3bbb8c17ebb2f34fc5231f7548faf80b22e287f9886edf7c3,1474,05/19/2023,,Network Server,OH,Health Plan,Hacking/IT Incident,No
current,2c2f77a09c7f9ef90dedb268863d534d06517d54be2b37626ced64e0b60fa136,500,05/19/2023,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,6ef408c8561f5a1d2288c2d2a180d02f1227c074b8161dd8d1af712fd7cc7d92,9182,05/18/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,9c9c59cb648141b00e896e3def1a95af7caccdffc361b24a3b559bbf2d955d26,736,05/17/2023,,Electronic Medical Record,MO,Healthcare Provider,Unauthorized Access/Disclosure,No
current,9d0eaf8b460cb04717f2869c1d54c798cbf3ca6307deeb34602e764d1307a9d4,28003,05/17/2023,,Network Server,IA,Healthcare Provider,Hacking/IT Incident,No
current,a6633c14f800c3f3ec07d9afd17ad5f71ba79a0129046a669132ed55d50bae49,552,05/16/2023,,"Electronic Medical Record, Other",NJ,Health Plan,Unauthorized Access/Disclosure,No
current,4dd0e119a6c4be1e8d56d65624ac9f9955689373a6323b9e767c3996ae7ea16c,686,05/16/2023,,Email,OH,Health Plan,Unauthorized Access/Disclosure,No
current,d92a5f4fd8fe086778bc9211eb22442b6d6bde195f9495f8fcd7a2ed1285bf48,500,05/16/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,32c6197e977136b201c86ae16be98ee0d9070756478269ecfe827072546268db,9197,05/15/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,3cdecaf62e23cdd74c2c54715ed103e9e3b8496eaec928c3826c31e35be7d6ab,248359,05/15/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,969324fb53dbd9dfe71b1e111572b105bff5eb817e4e37e2f9964c48309c6531,345523,05/13/2023,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,f5d7e0d4e8aedc0c32fde36970d83ffece2ac87a41452e6c82d60a5847d7c148,5815591,05/12/2023,,Network Server,KY,Healthcare Provider,Hacking/IT Incident,No
current,a5be2341301a62ad49d9bcef7469b7c8a63af427dcc1e74563d05f21f2edfc5a,528,05/12/2023,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,73ec2e4b72f38fef9bafd191d452e5304502fc486c15ee05820290afe8edaa08,50839,05/12/2023,,Network Server,IL,Health Plan,Hacking/IT Incident,No
current,bcc429e2fe63553d0cd770d35530df6bebef38d73ffa71e48c26bf852cbf1dcb,1116,05/12/2023,,Email,CT,Health Plan,Unauthorized Access/Disclosure,No
current,8b8ecc03f7105d724e405ff676a384c8a00c75e52c65b7f2e725be072d84656a,12759,05/11/2023,,Electronic Medical Record,NY,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,9529ec4bf67205d44616788e57daacd61c65a19ab8832a2d5ab538e9e4fccc25,5242,05/10/2023,,Network Server,KS,Business Associate,Hacking/IT Incident,Yes
current,94ed2bea263d481f7851b2b2cdcb74896f32f3df2dc0505b56a825b7987d1893,103974,05/10/2023,,Network Server,UT,Healthcare Provider,Hacking/IT Incident,No
current,6bf28d1484a3f1496a8832bfb41a475f486f2ca6887a0d32dff5533a8b56bdf9,1034,05/09/2023,,Desktop Computer,AZ,Healthcare Provider,Theft,No
current,62a22350c1a14f1111e190c99e3863f9cbf73dd70810f48939dd288861e7050d,25527,05/06/2023,,"Desktop Computer, Laptop, Network Server",TX,Healthcare Provider,Hacking/IT Incident,No
